coachid,year,firstname,lastname,season_win,season_loss,playoff_win,playoff_loss,team
RUSSEJO01 ,1946,John,Russell,22,38,0,0,BOS
OLSENHA01 ,1946,Harold,Olsen,39,22,5,6,CH1
DEHNEDU01 ,1946,Dutch,Dehnert,17,20,0,0,CL1
CLIFFRO01 ,1946,Roy,Clifford,13,10,1,2,CL1
CURTIGL01 ,1946,Glenn,Curtis,12,22,0,0,DE1
SACHSPH01 ,1946,Philip,Sachs,8,18,0,0,DE1
COHALNE01 ,1946,Neil,Cohalan,33,27,2,3,NYK
GOTTLED01 ,1946,Eddie,Gottlieb,35,25,8,2,PH1
BIRCHPA01 ,1946,Paul,Birch,15,45,0,0,PIT
MORRIRO01 ,1946,Robert,Morris,28,32,0,0,PRO
LOEFFKE01 ,1946,Ken,Loeffler,38,23,1,2,ST1
FITZGDI01 ,1946,Dick,Fitzgerald,2,1,0,0,TO1
SADOWED01 ,1946,Ed,Sadowski,3,9,0,0,TO1
HAYMALE01 ,1946,Lew,Hayman,0,1,0,0,TO1
ROLFERO01 ,1946,Robert,Rolfe,17,27,0,0,TO1
AUERBRE01 ,1946,Red,Auerbach,49,11,2,4,WSC
JEANNBU01 ,1947,Buddy,Jeannette,28,20,9,3,BA1
RUSSEJO01 ,1947,John,Russell,20,28,1,2,BOS
OLSENHA01 ,1947,Harold,Olsen,28,20,3,4,CH1
LAPCHJO01 ,1947,Joe,Lapchick,26,22,1,2,NYK
GOTTLED01 ,1947,Eddie,Gottlieb,27,21,6,7,PH1
HICKENA01 ,1947,Nat,Hickey,4,25,0,0,PRO
SOARAL01  ,1947,Albert,Soar,2,17,0,0,PRO
LOEFFKE01 ,1947,Ken,Loeffler,29,19,3,4,ST1
AUERBRE01 ,1947,Red,Auerbach,28,20,0,0,WSC
JEANNBU01 ,1948,Buddy,Jeannette,29,31,1,2,BA1
JULIAAL01 ,1948,Alvin,Julian,25,35,0,0,BOS
OLSENHA01 ,1948,Harold,Olsen,28,21,0,2,CH1
BROWNPH01 ,1948,Philip,Brownstein,10,1,0,0,CH1
BENNECA01 ,1948,Carl,Bennett,0,6,0,0,DET
ARMSTPA01 ,1948,Paul,Armstrong,22,32,0,0,DET
HALEBR01  ,1948,Bruce,Hale,4,13,0,0,INJ
FRIDDBU01 ,1948,Burl,Friddle,14,29,0,0,INJ
KUNDLJO01 ,1948,John,Kundla,44,16,8,2,MIE
LAPCHJO01 ,1948,Joe,Lapchick,32,28,3,3,NYK
GOTTLED01 ,1948,Eddie,Gottlieb,28,32,0,2,PH1
LOEFFKE01 ,1948,Ken,Loeffler,12,48,0,0,PRO
HARRILE01 ,1948,Les,Harrison,45,15,2,2,ROC
LEWISGR01 ,1948,Grady,Lewis,29,31,0,2,ST1
AUERBRE01 ,1948,Red,Auerbach,38,22,6,5,WSC
SCHULHO01 ,1949,Howie,Schultz,21,14,0,0,AND
DUFFEIK01 ,1949,Ike,Duffey,1,2,0,0,AND
MOOREDO01 ,1949,Doxie,Moore,15,11,4,4,AND
JEANNBU01 ,1949,Buddy,Jeannette,25,43,0,0,BA1
JULIAAL01 ,1949,Alvin,Julian,22,46,0,0,BOS
BROWNPH01 ,1949,Philip,Brownstein,40,28,0,3,CH1
MENDEMU01 ,1949,Murray,Mendenhall,40,28,2,2,DET
DARDEJI01 ,1949,Jimmy,Darden,11,51,0,0,DN1
BARKECL01 ,1949,Cliff,Barker,39,25,3,3,INI
KUNDLJO01 ,1949,John,Kundla,51,17,10,2,MIE
LAPCHJO01 ,1949,Joe,Lapchick,40,28,3,2,NYK
GOTTLED01 ,1949,Eddie,Gottlieb,26,42,0,2,PH1
HARRILE01 ,1949,Les,Harrison,51,17,0,2,ROC
SUESEKE01 ,1949,Ken,Suesens,22,40,1,2,SHE
LEWISGR01 ,1949,Grady,Lewis,26,42,0,0,ST1
CERVIAL01 ,1949,Al,Cervi,51,13,6,5,SYR
AUERBRE01 ,1949,Red,Auerbach,28,29,1,2,TRI
POTTERO01 ,1949,Roger,Potter,1,6,0,0,TRI
SHIPPCH01 ,1949,Charley,Shipp,8,27,0,0,WAT
SMILEJA01 ,1949,Jack,Smiley,11,16,0,0,WAT
FEERIBO01 ,1949,Bob,Feerick,32,36,0,2,WSC
JEANNBU01 ,1950,Buddy,Jeannette,14,23,0,0,BA1
BUDKOWA01 ,1950,Walt,Budko,10,19,0,0,BA1
AUERBRE01 ,1950,Red,Auerbach,39,30,0,2,BOS
MENDEMU01 ,1950,Murray,Mendenhall,32,36,1,2,DET
BARKECL01 ,1950,Cliff,Barker,24,32,0,0,INI
JONESWA01 ,1950,Wally,Jones,7,5,1,2,INI
KUNDLJO01 ,1950,John,Kundla,44,24,3,4,MIE
LAPCHJO01 ,1950,Joe,Lapchick,36,30,8,6,NYK
GOTTLED01 ,1950,Eddie,Gottlieb,40,26,0,2,PH1
HARRILE01 ,1950,Les,Harrison,41,27,9,5,ROC
CERVIAL01 ,1950,Al,Cervi,32,34,4,3,SYR
LOGANJO01 ,1950,John,Logan,2,1,0,0,TRI
TODORMI01 ,1950,Mike,Todorovich,14,28,0,0,TRI
MCMILDA01 ,1950,Dave,McMillan,9,14,0,0,TRI
MCKINHO01 ,1950,Horace,McKinney,10,25,0,0,WSC
SCOLAFR01 ,1951,Fred,Scolari,12,27,0,0,BA1
REISECH01 ,1951,Chuck,Reiser,8,19,0,0,BA1
AUERBRE01 ,1951,Red,Auerbach,39,27,1,2,BOS
BIRCHPA01 ,1951,Paul,Birch,29,37,0,2,DET
SCHAEHE01 ,1951,Herm,Schaefer,34,32,0,2,INI
MOOREDO01 ,1951,Doxie,Moore,17,49,0,0,MI1
KUNDLJO01 ,1951,John,Kundla,40,26,9,4,MIE
LAPCHJO01 ,1951,Joe,Lapchick,37,29,8,6,NYK
GOTTLED01 ,1951,Eddie,Gottlieb,33,33,1,2,PH1
HARRILE01 ,1951,Les,Harrison,41,25,3,3,ROC
CERVIAL01 ,1951,Al,Cervi,40,26,3,4,SYR
REISECH01 ,1952,Chuck,Reiser,0,3,0,0,BA1
BEECL01   ,1952,Clair,Bee,16,51,0,0,BA1
AUERBRE01 ,1952,Red,Auerbach,46,25,3,3,BOS
BIRCHPA01 ,1952,Paul,Birch,36,33,4,4,DET
SCHAEHE01 ,1952,Herm,Schaefer,28,43,0,2,INI
LEVANAN01 ,1952,Andrew,Levane,27,44,0,0,MI1
KUNDLJO01 ,1952,John,Kundla,48,22,9,3,MIE
LAPCHJO01 ,1952,Joe,Lapchick,47,23,6,5,NYK
GOTTLED01 ,1952,Eddie,Gottlieb,12,57,0,0,PH1
HARRILE01 ,1952,Les,Harrison,44,26,1,2,ROC
CERVIAL01 ,1952,Al,Cervi,47,24,0,2,SYR
BEECL01   ,1953,Clair,Bee,16,56,0,0,BA1
AUERBRE01 ,1953,Red,Auerbach,42,30,2,4,BOS
BIRCHPA01 ,1953,Paul,Birch,40,32,0,4,DET
LEVANAN01 ,1953,Andrew,Levane,11,35,0,0,MI1
HOLZMRE01 ,1953,Red,Holzman,10,16,0,0,MI1
KUNDLJO01 ,1953,John,Kundla,46,26,9,4,MIE
LAPCHJO01 ,1953,Joe,Lapchick,44,28,0,4,NYK
GOTTLED01 ,1953,Eddie,Gottlieb,29,43,0,0,PH1
HARRILE01 ,1953,Les,Harrison,44,28,3,3,ROC
CERVIAL01 ,1953,Al,Cervi,42,30,9,4,SYR
AUERBRE01 ,1954,Red,Auerbach,36,36,3,4,BOS
ECKMACH01 ,1954,Charles,Eckman,43,29,6,5,FTW
HOLZMRE01 ,1954,Red,Holzman,26,46,0,0,MI1
KUNDLJO01 ,1954,John,Kundla,40,32,3,4,MIE
LAPCHJO01 ,1954,Joe,Lapchick,38,34,1,2,NYK
GOTTLED01 ,1954,Eddie,Gottlieb,33,39,0,0,PH1
HARRILE01 ,1954,Les,Harrison,29,43,1,2,ROC
CERVIAL01 ,1954,Al,Cervi,43,29,7,4,SYR
AUERBRE01 ,1955,Red,Auerbach,39,33,1,2,BOS
ECKMACH01 ,1955,Charles,Eckman,37,35,4,6,FTW
KUNDLJO01 ,1955,John,Kundla,33,39,1,2,MIE
LAPCHJO01 ,1955,Joe,Lapchick,26,25,0,0,NYK
BORYLVI01 ,1955,Vince,Boryla,9,12,0,0,NYK
SENESGE01 ,1955,George,Senesky,45,27,7,3,PH1
WANZEBO01 ,1955,Bob,Wanzer,31,41,0,0,ROC
HOLZMRE01 ,1955,Red,Holzman,33,39,4,4,STL
CERVIAL01 ,1955,Al,Cervi,35,37,4,4,SYR
AUERBRE01 ,1956,Red,Auerbach,44,28,7,3,BOS
ECKMACH01 ,1956,Charles,Eckman,34,38,0,2,FTW
KUNDLJO01 ,1956,John,Kundla,34,38,2,3,MIE
BORYLVI01 ,1956,Vince,Boryla,36,36,0,0,NYK
SENESGE01 ,1956,George,Senesky,37,35,0,2,PH1
WANZEBO01 ,1956,Bob,Wanzer,31,41,0,0,ROC
HOLZMRE01 ,1956,Red,Holzman,14,19,0,0,STL
MARTISL01 ,1956,Slater,Martin,5,3,0,0,STL
HANNUAL01 ,1956,Alex,Hannum,15,16,6,4,STL
CERVIAL01 ,1956,Al,Cervi,4,8,0,0,SYR
SEYMOPA01 ,1956,Paul,Seymour,34,26,2,3,SYR
AUERBRE01 ,1957,Red,Auerbach,49,23,6,5,BOS
WANZEBO01 ,1957,Bob,Wanzer,33,39,0,2,CIN
ECKMACH01 ,1957,Charles,Eckman,9,16,0,0,DET
ROCHAEP01 ,1957,Ephraim,Rocha,24,23,3,4,DET
MIKANGE01 ,1957,George,Mikan,9,30,0,0,MIE
KUNDLJO01 ,1957,John,Kundla,10,23,0,0,MIE
BORYLVI01 ,1957,Vince,Boryla,35,37,0,0,NYK
SENESGE01 ,1957,George,Senesky,37,35,3,5,PH1
HANNUAL01 ,1957,Alex,Hannum,41,31,8,3,STL
SEYMOPA01 ,1957,Paul,Seymour,41,31,1,2,SYR
AUERBRE01 ,1958,Red,Auerbach,52,20,8,3,BOS
WANZEBO01 ,1958,Bob,Wanzer,3,15,0,0,CIN
MARSHTO01 ,1958,Tom,Marshall,16,38,0,0,CIN
ROCHAEP01 ,1958,Ephraim,Rocha,28,44,1,2,DET
KUNDLJO01 ,1958,John,Kundla,33,39,6,7,MIE
LEVANAN01 ,1958,Andrew,Levane,40,32,0,2,NYK
CERVIAL01 ,1958,Al,Cervi,32,40,0,0,PH1
PHILLAN01 ,1958,Andy,Phillip,6,4,0,0,STL
MACAUED01 ,1958,Ed,Macauley,43,19,2,4,STL
SEYMOPA01 ,1958,Paul,Seymour,35,37,5,4,SYR
AUERBRE01 ,1959,Red,Auerbach,59,16,8,5,BOS
MARSHTO01 ,1959,Tom,Marshall,19,56,0,0,CIN
ROCHAEP01 ,1959,Ephraim,Rocha,13,21,0,0,DET
MCGUIDI01 ,1959,Dick,McGuire,17,24,0,2,DET
CASTEJO01 ,1959,John,Castellani,11,25,0,0,MIE
POLLAJI01 ,1959,Jim,Pollard,14,25,5,4,MIE
LEVANAN01 ,1959,Andrew,Levane,8,19,0,0,NYK
BRAUNCA01 ,1959,Carl,Braun,19,29,0,0,NYK
JOHNSNE01 ,1959,Neil,Johnston,49,26,4,5,PH1
MACAUED01 ,1959,Ed,Macauley,46,29,7,7,STL
SEYMOPA01 ,1959,Paul,Seymour,45,30,1,2,SYR
AUERBRE01 ,1960,Red,Auerbach,57,22,8,2,BOS
WOLFCH01  ,1960,Charles,Wolf,33,46,0,0,CIN
MCGUIDI01 ,1960,Dick,McGuire,34,45,2,3,DET
SCHAUFR01 ,1960,Fred,Schaus,36,43,6,6,LAL
BRAUNCA01 ,1960,Carl,Braun,21,58,0,0,NYK
JOHNSNE01 ,1960,Neil,Johnston,46,33,0,3,PH1
SEYMOPA01 ,1960,Paul,Seymour,51,28,5,7,STL
HANNUAL01 ,1960,Alex,Hannum,38,41,4,4,SYR
AUERBRE01 ,1961,Red,Auerbach,60,20,8,6,BOS
POLLAJI01 ,1961,Jim,Pollard,18,62,0,0,CH2
WOLFCH01  ,1961,Charles,Wolf,43,37,1,3,CIN
MCGUIDI01 ,1961,Dick,McGuire,37,43,5,5,DET
SCHAUFR01 ,1961,Fred,Schaus,54,26,7,6,LAL
DOVOVED01 ,1961,Eddie,Dovovan,29,51,0,0,NYK
MCGUIFR01 ,1961,Frank,McGuire,49,31,6,6,PH1
SEYMOPA01 ,1961,Paul,Seymour,5,9,0,0,STL
LEVANAN01 ,1961,Andrew,Levane,20,40,0,0,STL
PETTIBO01 ,1961,Bob,Pettit,4,2,0,0,STL
HANNUAL01 ,1961,Alex,Hannum,41,39,2,3,SYR
AUERBRE01 ,1962,Red,Auerbach,58,22,8,5,BOS
MCMAHJA01 ,1962,Jack,McMahon,12,26,0,0,CH2
LEONABO01 ,1962,Bob,Leonard,13,29,0,0,CH2
WOLFCH01  ,1962,Charles,Wolf,42,38,6,6,CIN
MCGUIDI01 ,1962,Dick,McGuire,34,46,1,3,DET
SCHAUFR01 ,1962,Fred,Schaus,53,27,6,7,LAL
DOVOVED01 ,1962,Eddie,Dovovan,21,59,0,0,NYK
FEERIBO01 ,1962,Bob,Feerick,31,49,0,0,SFW
GALLAHA01 ,1962,Harry,Gallatin,48,32,6,5,STL
HANNUAL01 ,1962,Alex,Hannum,48,32,2,3,SYR
LEONABO01 ,1963,Bob,Leonard,31,49,0,0,BAL
AUERBRE01 ,1963,Red,Auerbach,59,21,8,2,BOS
MCMAHJA01 ,1963,Jack,McMahon,55,25,4,6,CIN
WOLFCH01  ,1963,Charles,Wolf,23,57,0,0,DET
SCHAUFR01 ,1963,Fred,Schaus,42,38,2,3,LAL
DOVOVED01 ,1963,Eddie,Dovovan,22,58,0,0,NYK
SCHAYDO01 ,1963,Dolph,Schayes,34,46,2,3,PHI
HANNUAL01 ,1963,Alex,Hannum,48,32,5,7,SFW
GALLAHA01 ,1963,Harry,Gallatin,46,34,6,6,STL
JEANNBU01 ,1964,Buddy,Jeannette,37,43,5,5,BAL
AUERBRE01 ,1964,Red,Auerbach,62,18,8,4,BOS
MCMAHJA01 ,1964,Jack,McMahon,48,32,1,3,CIN
WOLFCH01  ,1964,Charles,Wolf,2,9,0,0,DET
DEBUSDA01 ,1964,Dave,DeBusschere,29,40,0,0,DET
SCHAUFR01 ,1964,Fred,Schaus,49,31,5,6,LAL
DOVOVED01 ,1964,Eddie,Dovovan,12,26,0,0,NYK
GALLAHA01 ,1964,Harry,Gallatin,19,23,0,0,NYK
SCHAYDO01 ,1964,Dolph,Schayes,40,40,6,5,PHI
HANNUAL01 ,1964,Alex,Hannum,17,63,0,0,SFW
GALLAHA01 ,1964,Harry,Gallatin,17,16,0,0,STL
GUERIRI01 ,1964,Richie,Guerin,28,19,1,3,STL
SEYMOPA01 ,1965,Paul,Seymour,38,42,0,3,BAL
AUERBRE01 ,1965,Red,Auerbach,54,26,11,6,BOS
MCMAHJA01 ,1965,Jack,McMahon,45,35,2,3,CIN
DEBUSDA01 ,1965,Dave,DeBusschere,22,58,0,0,DET
SCHAUFR01 ,1965,Fred,Schaus,45,35,7,7,LAL
MCGUIDI01 ,1965,Dick,McGuire,24,35,0,0,NYK
GALLAHA01 ,1965,Harry,Gallatin,6,15,0,0,NYK
SCHAYDO01 ,1965,Dolph,Schayes,55,25,1,4,PHI
HANNUAL01 ,1965,Alex,Hannum,35,45,0,0,SFW
GUERIRI01 ,1965,Richie,Guerin,36,44,6,4,STL
FARMEMI01 ,1966,Mike,Farmer,1,8,0,0,BAL
JEANNBU01 ,1966,Buddy,Jeannette,3,13,0,0,BAL
SHUEGE01  ,1966,Gene,Shue,16,40,0,0,BAL
RUSSEBI01 ,1966,Bill,Russell,60,21,4,5,BOS
KERRJO01  ,1966,John,Kerr,33,48,0,3,CHI
MCMAHJA01 ,1966,Jack,McMahon,39,42,1,3,CIN
DEBUSDA01 ,1966,Dave,DeBusschere,28,45,0,0,DET
BUTCHDO01 ,1966,Donnis,Butcher,2,9,0,0,DET
SCHAUFR01 ,1966,Fred,Schaus,36,45,0,3,LAL
MCGUIDI01 ,1966,Dick,McGuire,36,45,1,3,NYK
HANNUAL01 ,1966,Alex,Hannum,68,13,11,4,PHI
SHARMBI01 ,1966,Bill,Sharman,44,37,9,6,SFW
GUERIRI01 ,1966,Richie,Guerin,39,42,5,4,STL
SHUEGE01  ,1967,Gene,Shue,36,46,0,0,BAL
RUSSEBI01 ,1967,Bill,Russell,54,28,12,7,BOS
KERRJO01  ,1967,John,Kerr,29,53,1,4,CHI
JUCKEED01 ,1967,Ed,Jucker,39,43,0,0,CIN
BUTCHDO01 ,1967,Donnis,Butcher,40,42,2,4,DET
VANBRBI01 ,1967,Bill,VanBredaKolff,52,30,10,5,LAL
MCGUIDI01 ,1967,Dick,McGuire,15,22,0,0,NYK
HOLZMRE01 ,1967,Red,Holzman,28,17,2,4,NYK
HANNUAL01 ,1967,Alex,Hannum,62,20,7,6,PHI
MCMAHJA01 ,1967,Jack,McMahon,15,67,0,0,SDR
BIANCAL01 ,1967,Al,Bianchi,23,59,0,0,SEA
SHARMBI01 ,1967,Bill,Sharman,43,39,4,6,SFW
GUERIRI01 ,1967,Richie,Guerin,56,26,2,4,STL
GUERIRI01 ,1968,Richie,Guerin,48,34,5,6,ATL
SHUEGE01  ,1968,Gene,Shue,57,25,0,4,BAL
RUSSEBI01 ,1968,Bill,Russell,48,34,12,6,BOS
MOTTADI01 ,1968,Dick,Motta,33,49,0,0,CHI
JUCKEED01 ,1968,Ed,Jucker,41,41,0,0,CIN
BUTCHDO01 ,1968,Donnis,Butcher,10,12,0,0,DET
SEYMOPA01 ,1968,Paul,Seymour,22,38,0,0,DET
VANBRBI01 ,1968,Bill,VanBredaKolff,55,27,11,7,LAL
COSTELA01 ,1968,Larry,Costello,27,55,0,0,MIL
HOLZMRE01 ,1968,Red,Holzman,54,28,6,4,NYK
RAMSAJA01 ,1968,Jack,Ramsay,55,27,1,4,PHI
KERRJO01  ,1968,John,Kerr,16,66,0,0,PHO
MCMAHJA01 ,1968,Jack,McMahon,37,45,2,4,SDR
BIANCAL01 ,1968,Al,Bianchi,30,52,0,0,SEA
LEEGE01   ,1968,George,Lee,41,41,2,4,SFW
GUERIRI01 ,1969,Richie,Guerin,48,34,4,5,ATL
SHUEGE01  ,1969,Gene,Shue,50,32,3,4,BAL
HEINSTO01 ,1969,Tom,Heinsohn,34,48,0,0,BOS
MOTTADI01 ,1969,Dick,Motta,39,43,1,4,CHI
COUSYBO01 ,1969,Bob,Cousy,36,46,0,0,CIN
VANBRBI01 ,1969,Bill,VanBredaKolff,31,51,0,0,DET
MULLAJO01 ,1969,Joe,Mullaney,46,36,11,7,LAL
COSTELA01 ,1969,Larry,Costello,56,26,5,5,MIL
HOLZMRE01 ,1969,Red,Holzman,60,22,12,7,NYK
RAMSAJA01 ,1969,Jack,Ramsay,42,40,1,4,PHI
KERRJO01  ,1969,John,Kerr,15,23,0,0,PHO
COLANJE01 ,1969,Jerry,Colangelo,24,20,3,4,PHO
MCMAHJA01 ,1969,Jack,McMahon,9,17,0,0,SDR
HANNUAL01 ,1969,Alex,Hannum,18,38,0,0,SDR
WILKELE01 ,1969,Lenny,Wilkens,36,46,0,0,SEA
LEEGE01   ,1969,George,Lee,22,30,0,0,SFW
ATTLEAL01 ,1969,Al,Attles,8,22,0,0,SFW
GUERIRI01 ,1970,Richie,Guerin,36,46,1,4,ATL
SHUEGE01  ,1970,Gene,Shue,42,40,8,10,BAL
HEINSTO01 ,1970,Tom,Heinsohn,44,38,0,0,BOS
SCHAYDO01 ,1970,Dolph,Schayes,22,60,0,0,BUF
MOTTADI01 ,1970,Dick,Motta,51,31,3,4,CHI
COUSYBO01 ,1970,Bob,Cousy,33,49,0,0,CIN
FITCHBI01 ,1970,Bill,Fitch,15,67,0,0,CLE
VANBRBI01 ,1970,Bill,VanBredaKolff,45,37,0,0,DET
MULLAJO01 ,1970,Joe,Mullaney,48,34,5,7,LAL
COSTELA01 ,1970,Larry,Costello,66,16,12,2,MIL
HOLZMRE01 ,1970,Red,Holzman,52,30,7,5,NYK
RAMSAJA01 ,1970,Jack,Ramsay,47,35,3,4,PHI
FITZSCO01 ,1970,Cotton,Fitzsimmons,48,34,0,0,PHO
TODDRO01  ,1970,Rolland,Todd,29,53,0,0,POR
WINTETE01 ,1970,Tex,Winter,40,42,0,0,SDR
WILKELE01 ,1970,Lenny,Wilkens,38,44,0,0,SEA
ATTLEAL01 ,1970,Al,Attles,41,41,1,4,SFW
GUERIRI01 ,1971,Richie,Guerin,36,46,2,4,ATL
SHUEGE01  ,1971,Gene,Shue,38,44,2,4,BAL
HEINSTO01 ,1971,Tom,Heinsohn,56,26,5,6,BOS
SCHAYDO01 ,1971,Dolph,Schayes,0,1,0,0,BUF
MCCARJO01 ,1971,John,McCarthy,22,59,0,0,BUF
MOTTADI01 ,1971,Dick,Motta,57,25,0,4,CHI
COUSYBO01 ,1971,Bob,Cousy,30,52,0,0,CIN
FITCHBI01 ,1971,Bill,Fitch,23,59,0,0,CLE
VANBRBI01 ,1971,Bill,VanBredaKolff,6,6,0,0,DET
LLOYDEA01 ,1971,Earl,Lloyd,20,50,0,0,DET
ATTLEAL01 ,1971,Al,Attles,51,31,1,4,GSW
WINTETE01 ,1971,Tex,Winter,34,48,0,0,HOU
SHARMBI01 ,1971,Bill,Sharman,69,13,12,3,LAL
COSTELA01 ,1971,Larry,Costello,63,19,6,5,MIL
HOLZMRE01 ,1971,Red,Holzman,48,34,9,7,NYK
RAMSAJA01 ,1971,Jack,Ramsay,30,52,0,0,PHI
FITZSCO01 ,1971,Cotton,Fitzsimmons,49,33,0,0,PHO
TODDRO01  ,1971,Rolland,Todd,12,44,0,0,POR
INMANST01 ,1971,Stu,Inman,6,20,0,0,POR
WILKELE01 ,1971,Lenny,Wilkens,47,35,0,0,SEA
FITZSCO01 ,1972,Cotton,Fitzsimmons,46,36,2,4,ATL
SHUEGE01  ,1972,Gene,Shue,52,30,1,4,BAL
HEINSTO01 ,1972,Tom,Heinsohn,68,14,7,6,BOS
RAMSAJA01 ,1972,Jack,Ramsay,21,61,0,0,BUF
MOTTADI01 ,1972,Dick,Motta,51,31,3,4,CHI
FITCHBI01 ,1972,Bill,Fitch,32,50,0,0,CLE
LLOYDEA01 ,1972,Earl,Lloyd,2,5,0,0,DET
SCOTTRA01 ,1972,Ray,Scott,38,37,0,0,DET
ATTLEAL01 ,1972,Al,Attles,47,35,5,6,GSW
WINTETE01 ,1972,Tex,Winter,17,30,0,0,HOU
EGANJO01  ,1972,John,Egan,16,19,0,0,HOU
COUSYBO01 ,1972,Bob,Cousy,36,46,0,0,KCK
SHARMBI01 ,1972,Bill,Sharman,60,22,9,8,LAL
COSTELA01 ,1972,Larry,Costello,60,22,2,4,MIL
HOLZMRE01 ,1972,Red,Holzman,57,25,12,5,NYK
RUBINRO01 ,1972,Roy,Rubin,4,47,0,0,PHI
LOUGHKE01 ,1972,Kevin,Loughery,5,26,0,0,PHI
VANBRBI01 ,1972,Bill,VanBredaKolff,3,5,0,0,PHO
COLANJE01 ,1972,Jerry,Colangelo,35,39,0,0,PHO
MCCLOJA01 ,1972,Jack,McCloskey,21,61,0,0,POR
NISSATO01 ,1972,Tom,Nissalke,13,32,0,0,SEA
BUCKWBU01 ,1972,Bucky,Buckwalter,13,24,0,0,SEA
FITZSCO01 ,1973,Cotton,Fitzsimmons,35,47,0,0,ATL
HEINSTO01 ,1973,Tom,Heinsohn,56,26,12,6,BOS
RAMSAJA01 ,1973,Jack,Ramsay,42,40,2,4,BUF
JONESKC01 ,1973,KC,Jones,47,35,3,4,CAP
MOTTADI01 ,1973,Dick,Motta,54,28,4,7,CHI
FITCHBI01 ,1973,Bill,Fitch,29,53,0,0,CLE
SCOTTRA01 ,1973,Ray,Scott,52,30,3,4,DET
ATTLEAL01 ,1973,Al,Attles,44,38,0,0,GSW
EGANJO01  ,1973,John,Egan,32,50,0,0,HOU
COUSYBO01 ,1973,Bob,Cousy,6,16,0,0,KCK
YOUNGDR01 ,1973,Draff,Young,0,3,0,0,KCK
JOHNSPH01 ,1973,Phil,Johnson,27,30,0,0,KCK
SHARMBI01 ,1973,Bill,Sharman,47,35,1,4,LAL
COSTELA01 ,1973,Larry,Costello,59,23,11,5,MIL
HOLZMRE01 ,1973,Red,Holzman,49,33,5,7,NYK
SHUEGE01  ,1973,Gene,Shue,25,57,0,0,PHI
MACLEJO01 ,1973,John,MacLeod,30,52,0,0,PHO
MCCLOJA01 ,1973,Jack,McCloskey,27,55,0,0,POR
RUSSEBI01 ,1973,Bill,Russell,36,46,0,0,SEA
FITZSCO01 ,1974,Cotton,Fitzsimmons,31,51,0,0,ATL
HEINSTO01 ,1974,Tom,Heinsohn,60,22,6,5,BOS
RAMSAJA01 ,1974,Jack,Ramsay,49,33,3,4,BUF
MOTTADI01 ,1974,Dick,Motta,47,35,7,6,CHI
FITCHBI01 ,1974,Bill,Fitch,40,42,0,0,CLE
SCOTTRA01 ,1974,Ray,Scott,40,42,1,2,DET
ATTLEAL01 ,1974,Al,Attles,48,34,12,5,GSW
EGANJO01  ,1974,John,Egan,41,41,3,5,HOU
JOHNSPH01 ,1974,Phil,Johnson,44,38,2,4,KCK
SHARMBI01 ,1974,Bill,Sharman,30,52,0,0,LAL
COSTELA01 ,1974,Larry,Costello,38,44,0,0,MIL
ROBERSC01 ,1974,Scotty,Robertson,1,14,0,0,NOJ
BAYLOEL01 ,1974,Elgin,Baylor,0,1,0,0,NOJ
VANBRBI01 ,1974,Bill,VanBredaKolff,22,44,0,0,NOJ
HOLZMRE01 ,1974,Red,Holzman,40,42,1,2,NYK
SHUEGE01  ,1974,Gene,Shue,34,48,0,0,PHI
MACLEJO01 ,1974,John,MacLeod,32,50,0,0,PHO
WILKELE01 ,1974,Lenny,Wilkens,38,44,0,0,POR
RUSSEBI01 ,1974,Bill,Russell,43,39,4,5,SEA
JONESKC01 ,1974,KC,Jones,60,22,8,9,WA1
FITZSCO01 ,1975,Cotton,Fitzsimmons,28,46,0,0,ATL
TORMOGE01 ,1975,Gene,Tormohlen,1,7,0,0,ATL
HEINSTO01 ,1975,Tom,Heinsohn,54,28,12,6,BOS
RAMSAJA01 ,1975,Jack,Ramsay,46,36,4,5,BUF
MOTTADI01 ,1975,Dick,Motta,24,58,0,0,CHI
FITCHBI01 ,1975,Bill,Fitch,49,33,6,7,CLE
SCOTTRA01 ,1975,Ray,Scott,17,25,0,0,DET
BROWNHE01 ,1975,Herb,Brown,19,21,4,5,DET
ATTLEAL01 ,1975,Al,Attles,59,23,7,6,GSW
EGANJO01  ,1975,John,Egan,40,42,0,0,HOU
JOHNSPH01 ,1975,Phil,Johnson,31,51,0,0,KCK
SHARMBI01 ,1975,Bill,Sharman,40,42,0,0,LAL
COSTELA01 ,1975,Larry,Costello,38,44,1,2,MIL
VANBRBI01 ,1975,Bill,VanBredaKolff,38,44,0,0,NOJ
HOLZMRE01 ,1975,Red,Holzman,38,44,0,0,NYK
SHUEGE01  ,1975,Gene,Shue,46,36,1,2,PHI
MACLEJO01 ,1975,John,MacLeod,42,40,10,9,PHO
WILKELE01 ,1975,Lenny,Wilkens,37,45,0,0,POR
RUSSEBI01 ,1975,Bill,Russell,43,39,2,4,SEA
JONESKC01 ,1975,KC,Jones,48,34,3,4,WA1
BROWNHU01 ,1976,Hubie,Brown,31,51,0,0,ATL
HEINSTO01 ,1976,Tom,Heinsohn,44,38,5,4,BOS
LOCKETA01 ,1976,Tates,Locke,6,30,0,0,BUF
MACKIBO01 ,1976,Bob,MacKinnon,3,4,0,0,BUF
MULLAJO01 ,1976,Joe,Mullaney,11,18,0,0,BUF
BADGEED01 ,1976,Ed,Badger,44,38,1,2,CHI
